"ai_tool","user_type","experience_level","industry","primary_use_case","satisfaction_score","failure_reason"
"Duolingo Max","Student","Expert","Media","Customer Support",1.36,"Slow response"
"Codeium","Cybersecurity Analyst","Advanced","Agriculture","Learning",2,"Wrong output"
"Synthesia","DevOps Engineer","Advanced","Healthcare","Research",1.98,"Connection issues"
"Copy.ai","Doctor","Intermediate","Tech","Video Creation",2.15,"Low accuracy"
"Stable Diffusion","DevOps Engineer","Beginner","Government","Research",2.43,"Connection issues"
"Hugging Face","Cybersecurity Analyst","Advanced","Legal","Video Creation",2.16,"Wrong output"
"Midjourney","Freelancer","Expert","Education","Data Analysis",2.04,"Low accuracy"
"ElevenLabs","Student","Intermediate","Education","Research",2.45,"Low accuracy"
"Cohere","Designer","Expert","Energy","Marketing",1.39,"Low accuracy"
"AlphaFold","Doctor","Beginner","Media","Research",1.19,"Tool limitation"
"Synthesia","Startup Founder","Intermediate","Energy","Design",1.52,"Slow response"
"Perplexity AI","Designer","Intermediate","Manufacturing","Customer Support",2.37,"Connection issues"
"Runway ML","Non-Tech User","Expert","Legal","Marketing",2.49,"Connection issues"
"DataRobot","Marketer","Beginner","Government","Customer Support",2.02,"Wrong output"
"Mistral","Content Creator","Expert","Media","Customer Support",2.5,"Wrong output"
"Cursor AI","ML Engineer","Advanced","Legal","Data Analysis",1.9,"Tool limitation"
"Synthesia","Government Worker","Expert","Legal","Coding",1.69,"Wrong output"
"GPT-4","Freelancer","Expert","Media","Content Writing",1.68,"Slow response"
"DeepSeek","Freelancer","Beginner","Manufacturing","Marketing",2.54,"Low accuracy"
"DataRobot","Marketer","Expert","Healthcare","Learning",1.19,"Slow response"
"Mistral","Freelancer","Expert","Retail","Customer Support",2.26,"Low accuracy"
"Tabnine","Startup Founder","Expert","Transportation","Translation",2.5,"Tool limitation"
"Copy.ai","ML Engineer","Expert","Tech","Learning",1.97,"Low accuracy"
"Runway ML","Product Manager","Expert","Government","Customer Support",1.09,"Low accuracy"
"Notion AI","Researcher","Intermediate","Finance","Content Writing",1.76,"Connection issues"
"DataRobot","Doctor","Advanced","Energy","Learning",1.2,"Low accuracy"
"Jasper","Senior Developer","Intermediate","Retail","Design",1.57,"Connection issues"
"TensorFlow","Product Manager","Intermediate","Tech","Content Writing",1.58,"Low accuracy"
"Mistral","Freelancer","Beginner","Media","Marketing",1.7,"Low accuracy"
"Duolingo Max","Content Creator","Expert","Education","Content Writing",2.42,"Tool limitation"
"Notion AI","Cybersecurity Analyst","Expert","Education","Marketing",2.52,"Tool limitation"
"LLaMA","DevOps Engineer","Beginner","Retail","Learning",1.35,"Connection issues"
"Whisper","Lawyer","Beginner","Energy","Design",1.53,"Connection issues"
"Khanmigo","Researcher","Expert","Transportation","Content Writing",2.2,"Wrong output"
"Falcon","Designer","Intermediate","Manufacturing","Research",1.49,"Connection issues"
"GPT-5","Marketer","Advanced","Government","Customer Support",1.68,"Connection issues"
"Qwen","Senior Developer","Expert","Finance","Design",2.23,"Connection issues"
"Devin","Senior Developer","Beginner","Transportation","Research",1.03,"Tool limitation"
"Falcon","Data Analyst","Advanced","Tech","Content Writing",1.89,"Tool limitation"
"Cursor AI","Marketer","Advanced","Transportation","Learning",1.83,"Low accuracy"
"Devin","Researcher","Advanced","Legal","Marketing",2.37,"Connection issues"
"Grok","Researcher","Expert","Healthcare","Learning",1.33,"Tool limitation"
"Devin","Cybersecurity Analyst","Expert","Legal","Translation",1.48,"Tool limitation"
"AlphaFold","Junior Dev","Beginner","Finance","Research",2.5,"Wrong output"
"Tesla Optimus","Freelancer","Expert","Finance","Coding",2.05,"Connection issues"
"Deepgram","ML Engineer","Advanced","Media","Customer Support",2.49,"Low accuracy"
"Stable Diffusion","Government Worker","Beginner","Retail","Design",1.89,"Slow response"
"GPT-5","ML Engineer","Advanced","Education","Design",2.41,"Slow response"
"Perplexity AI","Cybersecurity Analyst","Advanced","Retail","Research",1.84,"Slow response"
"AutoGPT","Product Manager","Intermediate","Agriculture","Content Writing",2.55,"Wrong output"
"Grok","Freelancer","Intermediate","Legal","Content Writing",2.31,"Low accuracy"
"DataRobot","Business Owner","Beginner","Finance","Customer Support",1.34,"Slow response"
"Microsoft Copilot","Non-Tech User","Expert","Healthcare","Data Analysis",2.42,"Connection issues"
"AutoGPT","Cybersecurity Analyst","Beginner","Tech","Content Writing",1.91,"Wrong output"
"Whisper","Marketer","Expert","Energy","Coding",1.23,"Wrong output"
"Qwen","Teacher","Advanced","Education","Automation",2.53,"Tool limitation"
"Stable Diffusion","Lawyer","Advanced","Finance","Customer Support",1.54,"Connection issues"
"Tabnine","Content Creator","Advanced","Energy","Learning",1.55,"Tool limitation"
"DeepSeek","Government Worker","Expert","Agriculture","Customer Support",2.37,"Wrong output"
"Copy.ai","Freelancer","Intermediate","Tech","Data Analysis",1.64,"Slow response"
"Figma AI","Freelancer","Intermediate","Finance","Design",1.48,"Tool limitation"
"Devin","Senior Developer","Advanced","Education","Data Analysis",2.39,"Slow response"
"Microsoft Copilot","Researcher","Intermediate","Government","Learning",2.58,"Slow response"
"DALL-E","Non-Tech User","Beginner","Tech","Learning",2.5,"Low accuracy"
"Devin","Data Analyst","Intermediate","Government","Design",1.29,"Low accuracy"
"AutoGPT","Doctor","Expert","Healthcare","Translation",2.42,"Slow response"
"Power BI Copilot","DevOps Engineer","Intermediate","Healthcare","Marketing",2.42,"Low accuracy"
"Khanmigo","Business Owner","Beginner","Healthcare","Video Creation",2.32,"Connection issues"
"GPT-5","Lawyer","Intermediate","Manufacturing","Video Creation",1.26,"Low accuracy"
"Falcon","Designer","Intermediate","Agriculture","Data Analysis",1.54,"Low accuracy"
"HeyGen","Junior Dev","Beginner","Legal","Automation",1.01,"Tool limitation"
"ElevenLabs","Non-Tech User","Expert","Finance","Learning",1.58,"Slow response"
"Cursor AI","Non-Tech User","Expert","Agriculture","Learning",2,"Wrong output"
"Midjourney","Government Worker","Intermediate","Government","Video Creation",1.49,"Connection issues"
"Perplexity AI","Junior Dev","Beginner","Media","Customer Support",1.52,"Wrong output"
"Canva AI","Designer","Beginner","Transportation","Design",1.78,"Low accuracy"
"Tabnine","Student","Expert","Healthcare","Marketing",1.2,"Connection issues"
"Qwen","DevOps Engineer","Advanced","Retail","Customer Support",2.4,"Slow response"
"Power BI Copilot","Product Manager","Intermediate","Government","Content Writing",2.58,"Wrong output"
"Microsoft Copilot","Junior Dev","Expert","Transportation","Video Creation",2.25,"Connection issues"
"Midjourney","Lawyer","Intermediate","Education","Coding",2.41,"Low accuracy"
"Canva AI","Cybersecurity Analyst","Intermediate","Tech","Video Creation",1.35,"Tool limitation"
"AlphaFold","Senior Developer","Advanced","Manufacturing","Translation",2.34,"Low accuracy"
"Figma AI","Lawyer","Beginner","Government","Research",1.06,"Tool limitation"
"Khanmigo","ML Engineer","Beginner","Retail","Data Analysis",2.48,"Wrong output"
"Mistral","Junior Dev","Advanced","Finance","Customer Support",2.36,"Connection issues"
"Gemini","Freelancer","Beginner","Energy","Translation",2.42,"Connection issues"
"ElevenLabs","Student","Beginner","Manufacturing","Customer Support",1.56,"Slow response"
"GPT-4","Startup Founder","Expert","Retail","Translation",1.78,"Connection issues"
"Duolingo Max","Marketer","Intermediate","Tech","Translation",1.01,"Wrong output"
"HeyGen","Cybersecurity Analyst","Advanced","Finance","Marketing",2.11,"Wrong output"
"Qwen","Cybersecurity Analyst","Intermediate","Retail","Customer Support",1.06,"Slow response"
"Qwen","Researcher","Intermediate","Government","Learning",1.37,"Wrong output"
"Power BI Copilot","Designer","Expert","Retail","Content Writing",1.35,"Tool limitation"
"Devin","Business Owner","Expert","Manufacturing","Automation",1.07,"Tool limitation"
"Stable Diffusion","ML Engineer","Expert","Retail","Marketing",1.24,"Connection issues"
"Whisper","Startup Founder","Advanced","Finance","Translation",2.36,"Slow response"
"Figma AI","Data Analyst","Beginner","Finance","Research",1.8,"Wrong output"
"Stable Diffusion","Cybersecurity Analyst","Intermediate","Transportation","Coding",1.4,"Slow response"
"Synthesia","ML Engineer","Beginner","Education","Design",2.33,"Slow response"
"IBM Watson","Lawyer","Beginner","Legal","Automation",1.41,"Slow response"
"BloombergGPT","Product Manager","Expert","Government","Research",2.58,"Low accuracy"
"DALL-E","Business Owner","Beginner","Education","Data Analysis",2.5,"Low accuracy"
"Stable Diffusion","Freelancer","Advanced","Manufacturing","Learning",2.33,"Tool limitation"
"AutoGPT","Junior Dev","Intermediate","Government","Learning",2.25,"Slow response"
"HeyGen","Teacher","Intermediate","Energy","Content Writing",1.29,"Tool limitation"
"DALL-E","Product Manager","Beginner","Retail","Customer Support",1.26,"Connection issues"
"Duolingo Max","Product Manager","Beginner","Healthcare","Coding",1.13,"Low accuracy"
"Perplexity AI","Lawyer","Beginner","Media","Research",2.07,"Slow response"
"Stable Diffusion","Product Manager","Expert","Agriculture","Research",1.43,"Tool limitation"
"DataRobot","Cybersecurity Analyst","Beginner","Legal","Marketing",1.5,"Tool limitation"
"Whisper","Researcher","Beginner","Agriculture","Design",2.4,"Connection issues"
"Canva AI","Non-Tech User","Intermediate","Energy","Research",2.36,"Tool limitation"
"Elicit","Designer","Beginner","Media","Coding",2.1,"Tool limitation"
"Hugging Face","Cybersecurity Analyst","Expert","Education","Marketing",2.53,"Wrong output"
"Power BI Copilot","Non-Tech User","Advanced","Agriculture","Translation",2.58,"Slow response"
"Boston Dynamics AI","Startup Founder","Advanced","Transportation","Marketing",1.44,"Low accuracy"
"Whisper","Junior Dev","Advanced","Tech","Coding",1.37,"Slow response"
"Microsoft Copilot","Content Creator","Advanced","Manufacturing","Data Analysis",1.04,"Low accuracy"
"Khanmigo","ML Engineer","Expert","Education","Automation",1.56,"Tool limitation"
"HeyGen","Designer","Advanced","Government","Design",2.39,"Slow response"
"AutoGPT","Non-Tech User","Advanced","Healthcare","Automation",1.36,"Connection issues"
"Tableau AI","Content Creator","Expert","Manufacturing","Video Creation",2.33,"Slow response"
"Synthesia","DevOps Engineer","Expert","Education","Translation",2.04,"Low accuracy"
"TensorFlow","Doctor","Intermediate","Education","Customer Support",2.08,"Wrong output"
"GrammarlyGO","Government Worker","Advanced","Media","Translation",1.61,"Tool limitation"
"Kensho","Student","Intermediate","Legal","Automation",1.43,"Tool limitation"
"Synthesia","Government Worker","Expert","Transportation","Design",1.43,"Tool limitation"
"Hugging Face","Teacher","Intermediate","Government","Research",2.28,"Low accuracy"
"Cursor AI","Non-Tech User","Advanced","Manufacturing","Research",2.37,"Wrong output"
"PyTorch","Government Worker","Advanced","Transportation","Marketing",2.28,"Connection issues"
"Jasper","Lawyer","Beginner","Manufacturing","Research",1.38,"Tool limitation"
"Whisper","Junior Dev","Advanced","Retail","Marketing",2.12,"Low accuracy"
"Hugging Face","Designer","Advanced","Agriculture","Data Analysis",2.08,"Wrong output"
"Perplexity AI","Non-Tech User","Advanced","Agriculture","Automation",2.51,"Low accuracy"
"Whisper","Marketer","Intermediate","Agriculture","Learning",1.95,"Low accuracy"
"Qwen","Cybersecurity Analyst","Expert","Healthcare","Content Writing",2.44,"Wrong output"
"Canva AI","Marketer","Advanced","Manufacturing","Learning",1.94,"Slow response"
"Jasper","Doctor","Beginner","Transportation","Learning",2.52,"Low accuracy"
"Tableau AI","Government Worker","Intermediate","Agriculture","Video Creation",1.23,"Tool limitation"
"GPT-5","Student","Expert","Transportation","Video Creation",2.04,"Connection issues"
"Tabnine","Cybersecurity Analyst","Expert","Tech","Learning",1.2,"Slow response"
"Deepgram","Government Worker","Intermediate","Healthcare","Design",2.38,"Low accuracy"
"Cohere","Startup Founder","Expert","Tech","Content Writing",2.02,"Wrong output"
"Cursor AI","Content Creator","Beginner","Legal","Learning",2.54,"Wrong output"
"BloombergGPT","Product Manager","Expert","Agriculture","Automation",1.04,"Low accuracy"
"DeepSeek","Government Worker","Intermediate","Manufacturing","Research",2.58,"Wrong output"
"Hugging Face","Non-Tech User","Beginner","Healthcare","Video Creation",1.17,"Slow response"
"LLaMA","Non-Tech User","Intermediate","Education","Data Analysis",1.81,"Connection issues"
"IBM Watson","Lawyer","Beginner","Government","Customer Support",1.47,"Tool limitation"
"HeyGen","Marketer","Intermediate","Manufacturing","Design",2,"Slow response"
"LLaMA","Researcher","Expert","Energy","Marketing",2.37,"Tool limitation"
"Claude","Freelancer","Expert","Healthcare","Marketing",2.08,"Slow response"
"DeepSeek","Senior Developer","Expert","Healthcare","Customer Support",2.58,"Slow response"
"Cohere","Senior Developer","Advanced","Legal","Design",2.32,"Slow response"
"Deepgram","Product Manager","Beginner","Tech","Automation",1.98,"Connection issues"
"Tableau AI","Freelancer","Expert","Transportation","Automation",2.44,"Wrong output"
"DeepSeek","Researcher","Beginner","Tech","Content Writing",2.27,"Slow response"
"DALL-E","Designer","Advanced","Finance","Coding",1.48,"Slow response"
"TensorFlow","Business Owner","Intermediate","Education","Automation",1.38,"Tool limitation"
"GitHub Copilot","Business Owner","Intermediate","Finance","Translation",1.11,"Slow response"
"Duolingo Max","Startup Founder","Advanced","Media","Automation",1.73,"Low accuracy"
"IBM Watson","Doctor","Intermediate","Education","Automation",2.39,"Low accuracy"
"Devin","DevOps Engineer","Advanced","Healthcare","Translation",1.04,"Wrong output"
"Falcon","Teacher","Advanced","Finance","Translation",2.27,"Slow response"
"Notion AI","Content Creator","Expert","Government","Design",2.12,"Slow response"
"IBM Watson","Cybersecurity Analyst","Beginner","Healthcare","Design",1.78,"Wrong output"
"Boston Dynamics AI","Product Manager","Advanced","Healthcare","Translation",1.73,"Slow response"
"Boston Dynamics AI","Student","Beginner","Tech","Translation",1.36,"Tool limitation"
"Codeium","Freelancer","Beginner","Retail","Coding",1.71,"Connection issues"
"Tableau AI","Designer","Intermediate","Legal","Research",1.57,"Low accuracy"
"Perplexity AI","ML Engineer","Advanced","Healthcare","Translation",1.46,"Slow response"
"Cursor AI","Cybersecurity Analyst","Expert","Energy","Automation",2.39,"Slow response"
"Runway ML","Business Owner","Expert","Manufacturing","Coding",1.4,"Slow response"
"Claude","Student","Beginner","Legal","Design",2.06,"Tool limitation"
"Runway ML","Business Owner","Expert","Legal","Automation",1.96,"Slow response"
"TensorFlow","Researcher","Advanced","Tech","Marketing",2.02,"Tool limitation"
"Elicit","Senior Developer","Intermediate","Energy","Translation",1.03,"Connection issues"
"Perplexity AI","Designer","Intermediate","Finance","Research",2.04,"Slow response"
"Khanmigo","Lawyer","Advanced","Tech","Customer Support",1.26,"Wrong output"
"Notion AI","Researcher","Advanced","Tech","Learning",2.11,"Low accuracy"
"DALL-E","Product Manager","Expert","Agriculture","Learning",2.08,"Tool limitation"
"GrammarlyGO","Student","Beginner","Manufacturing","Content Writing",1.35,"Connection issues"
"Cohere","Designer","Beginner","Retail","Learning",2.51,"Wrong output"
"ElevenLabs","Marketer","Advanced","Energy","Research",1.08,"Tool limitation"
"ElevenLabs","Content Creator","Advanced","Manufacturing","Coding",1.03,"Wrong output"
